model,guide_friction_mu,contraction_m,duration_s,tip_y_m,tip_z_m,tip_displacement_m,tip_lateral_displacement_m,tip_rotation_deg,joint_angle_sum_deg,maximum_joint_angle_deg,final_cable_length_m,final_cable_tension_N,final_opposite_cable_tension_N,peak_cable_tension_N,final_tension_saturated,ever_tension_saturated,final_qvel_norm_rad_s,quasi_static_at_end,total_guide_turn_angle_rad,predicted_forward_tension_ratio,joint_angle_rms_difference_from_first_deg,shape_rms_difference_from_first_m,shape_consistent_with_first
open_spirob_mu_0p000.xml,0.0,0.05,11.99999999999871,0.06666332444546998,0.012576010822045182,0.12572719661884801,0.06666332444546998,177.54312051908667,-177.5431205200016,23.04024150814515,0.09297740738728402,0.05879305691513664,0.0,0.14716732950764078,False,False,1.0815341572871255e-07,True,4.56045436857886,1.0,0.0,0.0,True
open_spirob_mu_0p015.xml,0.015,0.05,11.99999999999871,0.06695264924374153,0.011940037341766728,0.12641985214055082,0.06695264924374153,176.83166164967741,-176.83166165014077,23.418051755678718,0.0929905773820802,0.0611636559784676,0.0,0.15163606252072334,False,False,5.656260932249227e-08,True,4.604979451931431,0.9332569708514908,0.23077714115813905,0.0005202078183778685,True
open_spirob_mu_0p050.xml,0.05,0.05,11.99999999999871,0.06760338661509392,0.010528971771612886,0.1279615633173121,0.06760338661509392,175.2385214615894,-175.23852146124176,24.276055842321423,0.09302669962313302,0.0676656593684656,0.0,0.16285331366041572,False,False,4.784995703181694e-08,True,4.7310596398383,0.7893440601734546,0.7472185143309065,0.0016835203618497426,True
open_spirob_mu_0p100.xml,0.1,0.05,11.99999999999871,0.06847044211719588,0.008714645194559093,0.12996028439943588,0.06847044211719588,173.0971900886713,-173.0971900876798,25.40501215497513,0.09309653025445791,0.08023517300909823,0.0,0.1811150717719347,False,False,1.155713060877364e-07,True,4.963925381708754,0.608722647294336,1.428525657187647,0.0032006325325155045,False
open_spirob_mu_0p200.xml,0.2,0.05,11.99999999999871,0.0701240057004491,0.006051313285338305,0.13309518541851106,0.0701240057004491,168.883282207898,-168.8832822066277,27.151505871804815,0.09334934932333003,0.12574260541767973,0.0,0.2283005238030255,False,False,1.517972476760454e-07,True,5.548537299256638,0.3296553844058184,2.587503226564464,0.005568154191095891,False
