case,time_s,rope_speed_m_s,analytic_speed_m_s,speed_error_m_s,acceleration_m_s2,pulley_rim_speed_m_s,left_tension_N,right_tension_N,tension_ratio,capstan_static_upper_ratio,transport_distance_m,equation_11_residual_m2_s2,kinetic_wrap_residual_N,regime
sliding_limited,0.053999999999999784,0.190623225016819,0.19061887571097297,4.349305846029772e-06,3.500814831047944,2.24,0.7097833315071065,1.5065509719718468,2.1225505095659787,2.1932800507380152,0.0051765154727554785,0.0,-6.106226635438361e-16,sliding
sliding_limited,0.05599999999999977,0.19762192470503623,0.1976172521525415,4.672552494727755e-06,3.4975382084796136,2.24,0.7101519515460435,1.5068616547349871,2.121886240619995,2.1932800507380152,0.005565461571835277,0.0,-3.885780586188048e-16,sliding
sliding_limited,0.05799999999999976,0.2046139677121001,0.20460896089863614,5.006813463964699e-06,3.494146738846101,2.24,0.7105334918798136,1.5071832270659087,2.1211994146517275,2.1932800507380152,0.005968397785849217,0.0,3.885780586188048e-16,sliding
sliding_limited,0.05999999999999975,0.21159912474984696,0.21159377273947919,5.3520103677762165e-06,3.490640875915562,2.24,0.7109279014594995,1.507515645939226,2.120490197169603,2.1932800507380152,0.00638531054906851,0.0,-5.551115123125783e-16,sliding
sliding_limited,0.061999999999999736,0.21857716745083786,0.21857145938846842,5.7080623694361066e-06,3.4870210880860024,2.24,0.7113351275903248,1.5078588669423834,2.119758758505732,2.1932800507380152,0.006816185838196009,0.0,5.551115123125783e-17,sliding
sliding_limited,0.06399999999999978,0.22554786839749993,0.22554179351128908,6.074886210849506e-06,3.483287858253317,2.24,0.7117551159465019,1.5082128442881624,2.1190052737204703,2.1932800507380152,0.00726100917423975,0.0,5.551115123125783e-17,sliding
sliding_limited,0.06599999999999984,0.23251100115100082,0.23250454875475604,6.452396244777114e-06,3.4794416836755286,2.24,0.7121878105865032,1.508577530827557,2.1182299225048635,2.1932800507380152,0.007719765624444501,0.0,-2.7755575615628914e-16,sliding
sliding_limited,0.0679999999999999,0.23946634027984787,0.23945949977538206,6.840504465810415e-06,3.47548307583329,2.24,0.7126331539687549,1.5089528780630013,2.1174328890810497,2.1932800507380152,0.008192439804280742,0.0,0.0,sliding
sliding_limited,0.06999999999999995,0.2464136613882052,0.2464064222676616,7.239120543595101e-06,3.4714125602867156,2.24,0.7130910869677446,1.5093388361619409,2.1166143621007185,2.1932800507380152,0.008679015879490541,0.0,-1.6653345369377348e-16,sliding
sliding_limited,0.07200000000000001,0.25335274114392103,0.2533450929920654,7.648151855610408e-06,3.4672306765286107,2.24,0.7135615488905314,1.5097353539707534,2.115774534541749,2.1932800507380152,0.009179477568189749,0.0,-2.220446049250313e-16,sliding
sliding_limited,0.07400000000000007,0.2602833573062584,0.26027528980273607,8.067503522335429e-06,3.4629379778341645,2.24,0.7140444774936566,1.510142379028998,2.1149136036030947,2.1932800507380152,0.009693808143025912,0.0,-2.220446049250313e-16,sliding
sliding_limited,0.07600000000000012,0.2672052887533223,0.26719679167488075,8.49707844152725e-06,3.4585350311071865,2.24,0.7145398090004416,1.5105598575839951,2.1140317705980487,2.1932800507380152,0.01022199043339134,0.0,-1.1102230246251565e-16,sliding
sliding_limited,0.07800000000000018,0.2741183155091758,0.27410937873185126,8.936777324553002e-06,3.4540224167229483,2.24,0.7150474781186684,1.5109877346057288,2.1131292408459723,2.1932800507380152,0.010764006827690646,0.0,-2.7755575615628914e-16,sliding
sliding_limited,0.08000000000000024,0.2810222187706389,0.2810128322719071,9.386498731778214e-06,3.4494007283677144,2.24,0.7155674180586322,1.5114259538020614,2.1122062235625965,2.1932800507380152,0.011319839275662213,0.0,2.220446049250313e-16,sliding
sliding_limited,0.0820000000000003,0.2879167809337643,0.2879069347946531,9.846139111202579e-06,3.444670572875027,2.24,0.7160995605515595,1.511874457634256,2.1112629317489997,2.1932800507380152,0.011889469290752882,0.0,1.1102230246251565e-16,sliding
sliding_limited,0.08400000000000035,0.29480178561998194,0.29479147002714706,1.0315592834875265e-05,3.439832570058832,2.24,0.7166438358683814,1.512333187332801,2.1102995820793686,2.1932800507380152,0.012472877952545222,0.0,-1.1102230246251565e-16,sliding
sliding_limited,0.08600000000000041,0.3016770177019071,0.301666222949669,1.0794752238085792e-05,3.434887352543515,2.24,0.7172001728388546,1.5128020829135247,2.109316394787639,2.1932800507380152,0.013070045909236735,0.0,5.551115123125783e-17,sliding
sliding_limited,0.08800000000000047,0.3085422633288064,0.30853097982114835,1.1283507658055303e-05,3.4298355655909285,2.24,0.7177684988710206,1.5132810831939953,2.1083135935531274,2.1932800507380152,0.013680953380170297,0.0,-5.551115123125783e-17,sliding
sliding_limited,0.09000000000000052,0.31539730995171483,0.31538552820424126,1.1781747473571524e-05,3.4246778669244957,2.24,0.7183487399709944,1.5137701258102005,2.1072914053852503,2.1932800507380152,0.014305580158415154,0.0,0.0,sliding
sliding_limited,0.09200000000000058,0.3222419463481987,0.3222296569900531,1.228935814556742e-05,3.4194149265504588,2.24,0.7189408207630734,1.5142691472334955,2.106250060507445,2.1932800507380152,0.014943905613397743,0.0,-1.1102230246251565e-16,sliding
sliding_limited,0.09400000000000064,0.3290759626467579,0.32906315642250017,1.280622425775535e-05,3.4140474265763694,2.24,0.7195446645101585,1.5147780827878141,2.1051897922403793,2.1932800507380152,0.01559590869358167,0.0,-2.220446049250313e-16,sliding
sliding_limited,0.0960000000000007,0.3358991503508636,0.33588581812230606,1.3332228557538794e-05,3.4085760610268916,2.24,0.7201601931344748,1.5152968666671334,2.10411083688457,2.1932800507380152,0.01626156792919606,0.0,0.0,sliding
sliding_limited,0.09800000000000075,0.34271130236262454,0.34269743511062595,1.3867251998589403e-05,3.4030015356570065,2.24,0.7207873272385869,1.515825431953185,2.103013433602494,2.1932800507380152,0.01694086143501163,0.0,-1.6653345369377348e-16,sliding
sliding_limited,0.10000000000000081,0.3495122130060777,0.3494978018322954,1.4411173782313824e-05,3.397324567762702,2.24,0.7214259861266961,1.5163637106334056,2.1018978243003064,2.1932800507380152,0.017633766913163606,0.0,-5.551115123125783e-17,sliding
sliding_limited,0.10200000000000087,0.3563016780500983,0.3562867141786968,1.4963871401540985e-05,3.391545885989232,2.24,0.7220760878262115,1.5169116336191177,2.1007642535092597,2.1932800507380152,0.018340261656020866,0.0,1.1102230246251565e-16,sliding
sliding_limited,0.10400000000000093,0.36307949473092394,0.36306396951024095,1.5525220682988117e-05,3.385666230137029,2.24,0.7227375491095843,1.5174691307639314,2.0996129682669173,2.1932800507380152,0.019060322549100454,0.0,-1.6653345369377348e-16,sliding
sliding_limited,0.10600000000000098,0.3698454617742887,0.3698293666784571,1.609509583155866e-05,3.379686350965366,2.24,0.7234102855163963,1.5180361308823629,2.0984442179982747,2.1932800507380152,0.01979392607402672,0.0,5.551115123125783e-17,sliding
sliding_limited,0.10800000000000104,0.37659937941716215,0.37658270604768845,1.6673369473696464e-05,3.3736070099938393,2.24,0.7240942113756932,1.5186125617686548,2.0972582543968565,2.1932800507380152,0.020541048311534277,0.0,-1.6653345369377348e-16,sliding
sliding_limited,0.1100000000000011,0.3833410494290903,0.3833237895163876,1.72599127026829e-05,3.367428979301772,2.24,0.7247892398285507,1.5191983502157984,2.0960553313059194,2.1932800507380152,0.021301664944514027,0.0,-1.1102230246251565e-16,sliding
sliding_limited,0.11200000000000115,0.39007027513313286,0.39005242053801015,1.7854595122712702e-05,3.3611530413256228,2.24,0.7254952828508675,1.5197934220347422,2.094835704599819,2.1932800507380152,0.022075751261101412,0.0,1.6653345369377348e-16,sliding
sliding_limited,0.11400000000000121,0.3967868614263936,0.3967684041414992,1.8457284894357606e-05,3.354779988654485,2.24,0.7262122512763705,1.5203977020737818,2.0935996320656574,2.1932800507380152,0.022863282157806083,0.0,0.0,sliding
sliding_limited,0.11600000000000127,0.4034906148001403,0.40347154695136045,1.906784877986345e-05,3.3483106238237714,2.24,0.7269400548198258,1.521011114238123,2.092347373285284,2.1932800507380152,0.0236642321426822,0.0,-2.220446049250313e-16,sliding
sliding_limited,0.11800000000000133,0.4101813433595107,0.4101616572073217,1.968615218900238e-05,3.3417457591071646,2.24,0.7276786021004441,1.5216335815096094,2.0910791895177545,2.1932800507380152,0.024478575338538488,0.0,-1.1102230246251565e-16,sliding
sliding_limited,0.12000000000000138,0.4168588568428002,0.4168385447835752,2.0312059225036094e-05,3.335086216306933,2.24,0.7284278006654701,1.5222650259666013,2.0897953435823085,2.1932800507380152,0.025306285486187276,0.0,-2.7755575615628914e-16,sliding
sliding_limited,0.12200000000000144,0.42352296664032923,0.4235020212075988,2.0945432730457014e-05,3.3283328265426917,2.24,0.7291875570139472,1.5229053688040093,2.088496099741977,2.1932800507380152,0.026147335947731644,0.0,-5.551115123125783e-17,sliding
sliding_limited,0.1240000000000015,0.43017348581288706,0.4301518996785528,2.1586134334283802e-05,3.321486430038707,2.24,0.7299577766206455,1.5235545303534572,2.0871817235878822,2.1932800507380152,0.027001699709889814,0.0,-5.551115123125783e-17,sliding
